58	90	1	2	1	20	3	0	0	361	5.000000
59	92	1	2	1	20	0	359	0	362	43.000000
60	93	1	2	1	20	0	360	0	363	1.810000
61	94	1	2	1	20	0	361	0	364	6.000000
62	96	1	2	1	20	3	0	0	366	1.000000
63	98	1	2	1	20	0	0	0	367	1.000000
64	99	1	2	1	20	3	0	0	368	1.000000
65	100	1	2	1	20	0	366	0	369	1.000000
66	102	1	2	1	20	3	0	0	370	1.000000
67	103	1	2	1	20	0	368	0	372	1.000000
68	106	1	2	1	20	0	370	0	371	1.000000
69	1	2	0	1	20	4	0	0	300	12.040000
70	4	2	0	1	20	0	0	0	301	614.000000
71	6	2	0	1	20	3	0	0	302	511.000000
72	7	2	0	1	20	3	0	0	303	1.810000
73	8	2	0	1	20	3	0	0	304	1.200000
74	9	2	0	1	20	4	300	0	305	12.040000
75	10	2	0	1	20	0	302	0	306	1.200000
76	11	2	0	1	20	3	303	0	307	1.200000
77	12	2	0	1	20	3	304	0	308	1.200000
78	14	2	0	1	20	3	0	0	309	60.000000
79	15	2	0	1	20	0	307	0	310	1.200000
80	16	2	0	1	20	0	308	0	311	1.200000
81	17	2	0	1	20	0	305	0	312	12.040000
82	18	2	0	1	20	0	309	0	313	1.200000
83	23	2	0	1	20	1	0	0	315	6.000000
84	24	2	0	1	20	0	315	0	316	1.000000
85	25	2	0	1	20	0	0	0	317	12.000000
86	26	2	0	1	20	0	0	0	318	12.000000
87	27	2	0	1	20	0	0	0	319	12.000000
88	28	2	0	1	20	0	0	0	320	12.000000
89	30	2	0	1	20	3	0	0	375	12.000000
90	34	2	0	1	20	0	375	0	377	12.000000
91	37	2	1	1	20	0	0	0	325	511.000000
92	41	2	1	1	20	3	0	0	378	8.000000
93	42	2	1	1	20	3	0	0	379	8.000000
94	43	2	1	1	20	3	0	0	380	1.200000
95	45	2	1	1	20	0	378	0	381	5.000000
96	46	2	1	1	20	0	379	0	382	8.000000
97	47	2	1	1	20	0	380	0	383	1.200000
98	48	2	1	1	20	3	0	0	384	6.000000
99	49	2	1	1	20	1	0	0	385	6.000000
100	50	2	1	1	20	0	385	0	386	5.000000
101	51	2	1	1	20	3	0	0	334	102.000000
102	52	2	1	1	20	0	384	0	387	5.000000
103	54	2	1	1	20	4	0	0	388	5.000000
104	55	2	1	1	20	3	334	0	338	102.000000
105	56	2	1	1	20	3	0	0	389	6.000000
106	57	2	1	1	20	4	0	0	390	8.000000
107	59	2	1	1	20	0	338	0	341	27.000000
108	60	2	1	1	20	3	389	0	391	5.000000
109	62	2	1	1	20	0	388	0	392	5.000000
110	64	2	1	1	20	0	391	0	393	1.200000
111	65	2	1	1	20	0	390	0	394	1.200000
112	66	2	1	10	10	3	0	0	495	-1.000000
113	70	2	1	1	20	0	495	0	497	5.000000
114	73	2	2	1	20	0	0	0	347	818.000000
115	77	2	2	1	20	3	0	0	397	5.000000
116	78	2	2	1	20	3	0	0	398	8.000000
117	79	2	2	1	20	3	0	0	399	8.000000
118	81	2	2	1	10	0	397	0	400	1.000000
119	82	2	2	1	20	0	398	0	401	11.000000
120	83	2	2	1	20	0	399	0	402	12.000000
121	85	2	2	1	20	3	0	0	403	1.810000
122	86	2	2	1	20	0	0	0	357	7.220000
123	87	2	2	1	20	0	0	0	358	9.000000
124	88	2	2	1	20	3	0	0	359	43.000000
125	89	2	2	1	20	3	403	0	404	8.000000
126	90	2	2	1	20	3	0	0	405	5.000000
127	92	2	2	1	20	0	359	0	362	43.000000
128	93	2	2	1	20	0	404	0	406	1.810000
129	94	2	2	1	20	0	405	0	407	6.000000
130	96	2	2	1	20	3	0	0	366	1.000000
131	98	2	2	1	20	0	0	0	367	1.000000
132	99	2	2	1	20	3	0	0	368	1.000000
133	100	2	2	1	20	0	366	0	369	1.000000
134	102	2	2	1	20	3	0	0	370	1.000000
135	103	2	2	1	20	0	368	0	372	1.000000
136	106	2	2	1	20	0	370	0	371	1.000000
137	1	4	0	1	20	4	0	0	300	12.040000
138	4	4	0	1	20	0	0	0	301	614.000000
139	6	4	0	1	20	3	0	0	302	511.000000
140	7	4	0	1	20	3	0	0	303	1.810000
141	8	4	0	1	20	3	0	0	304	1.200000
142	9	4	0	1	20	4	300	0	305	12.040000
143	10	4	0	1	20	0	302	0	306	1.200000
144	11	4	0	1	20	3	303	0	307	1.200000
145	12	4	0	1	20	3	304	0	308	1.200000
146	14	4	0	1	20	3	0	0	309	60.000000
147	15	4	0	1	20	0	307	0	310	1.200000
148	16	4	0	1	20	0	308	0	311	1.200000
149	17	4	0	1	20	0	305	0	312	12.040000
150	18	4	0	1	20	0	309	0	313	1.200000
151	23	4	0	1	20	1	0	0	315	6.000000
152	24	4	0	1	20	0	315	0	316	1.000000
153	25	4	0	1	20	0	0	0	317	12.000000
154	26	4	0	1	20	0	0	0	318	12.000000
155	27	4	0	1	20	0	0	0	319	12.000000
156	28	4	0	1	20	0	0	0	320	12.000000
157	30	4	0	1	20	3	0	0	410	12.000000
158	34	4	0	1	20	0	410	0	412	12.000000
159	37	4	1	1	20	0	0	0	325	511.000000
160	41	4	1	1	20	0	0	0	413	5.020000
161	43	4	1	1	20	3	0	0	414	6.000000
162	44	4	1	1	20	3	0	0	415	60.000000
163	45	4	1	1	20	0	0	0	416	6.000000
164	46	4	1	1	20	4	0	0	417	5.020000
165	47	4	1	10	10	0	414	0	418	-1.000000
166	48	4	1	1	20	0	415	0	419	60.000000
167	49	4	1	1	20	3	0	0	420	5.020000
168	51	4	1	1	20	0	0	0	421	5.000000
169	52	4	1	1	20	3	0	0	334	102.000000
170	53	4	1	1	20	0	420	0	422	5.020000
171	54	4	1	1	20	3	417	0	423	5.020000
172	55	4	1	1	20	0	0	0	424	5.000000
173	56	4	1	1	20	3	334	0	338	102.000000
174	58	4	1	10	10	0	423	0	425	-1.000000
175	59	4	1	1	20	3	0	0	411	5.000000
176	60	4	1	1	20	0	338	0	341	27.000000
177	61	4	1	10	10	3	0	0	426	-1.000000
178	63	4	1	1	20	0	411	0	431	1.020000
179	64	4	1	1	20	3	0	0	428	60.000000
180	65	4	1	1	20	0	426	0	429	5.020000
181	66	4	1	10	10	3	0	0	430	-1.000000
182	67	4	1	10	10	3	0	0	427	-1.000000
183	68	4	1	10	10	0	428	0	432	-1.000000
184	70	4	1	1	20	0	430	0	433	8.000000
185	71	4	1	1	20	0	427	0	434	5.000000
186	73	4	2	1	20	0	0	0	347	818.000000
187	77	4	2	1	20	3	0	0	435	6.000000
188	78	4	2	1	20	3	0	0	436	6.000000
189	79	4	2	1	20	3	0	0	437	8.000000
190	81	4	2	1	10	0	435	0	438	1.000000
191	82	4	2	1	20	0	436	0	439	11.000000
192	83	4	2	1	20	0	437	0	440	18.000000
193	86	4	2	1	20	0	0	0	357	7.220000
194	87	4	2	1	20	0	0	0	358	9.000000
195	88	4	2	1	20	3	0	0	359	43.000000
196	89	4	2	1	20	0	0	0	441	1.200000
197	90	4	2	1	20	3	0	0	442	5.000000
198	92	4	2	1	20	0	359	0	362	43.000000
199	94	4	2	1	20	0	442	0	443	6.000000
200	96	4	2	1	20	3	0	0	366	1.000000
201	98	4	2	1	20	0	0	0	367	1.000000
202	99	4	2	1	20	3	0	0	368	1.000000
203	100	4	2	1	20	0	366	0	369	1.000000
204	102	4	2	1	20	3	0	0	370	1.000000
205	103	4	2	1	20	0	368	0	372	1.000000
206	106	4	2	1	20	0	370	0	371	1.000000
207	1	8	0	1	20	4	0	0	300	12.040000
208	4	8	0	1	20	0	0	0	301	614.000000
209	6	8	0	1	20	3	0	0	302	511.000000
210	7	8	0	1	20	3	0	0	303	1.810000
211	8	8	0	1	20	3	0	0	304	1.200000
212	9	8	0	1	20	4	300	0	305	12.040000
213	10	8	0	1	20	0	302	0	306	1.200000
214	11	8	0	1	20	3	303	0	307	1.200000
215	12	8	0	1	20	3	304	0	308	1.200000
216	14	8	0	1	20	3	0	0	309	60.000000
217	15	8	0	1	20	0	307	0	310	1.200000
218	16	8	0	1	20	0	308	0	311	1.200000
219	17	8	0	1	20	0	305	0	312	12.040000
220	18	8	0	1	20	0	309	0	313	1.200000
221	23	8	0	1	20	1	0	0	315	6.000000
222	24	8	0	1	20	0	315	0	316	1.000000
223	25	8	0	1	20	0	0	0	317	12.000000
224	26	8	0	1	20	0	0	0	318	12.000000
225	27	8	0	1	20	0	0	0	319	12.000000
226	28	8	0	1	20	0	0	0	320	12.000000
227	30	8	0	1	20	3	0	0	446	12.000000
228	34	8	0	1	20	0	446	0	447	12.000000
229	37	8	1	1	20	0	0	0	325	511.000000
230	41	8	1	1	20	3	0	0	448	6.000000
231	42	8	1	1	20	3	0	0	449	6.000000
232	43	8	1	1	20	3	0	0	450	6.000000
233	45	8	1	1	20	0	448	0	451	1.810000
234	46	8	1	1	20	0	449	0	452	1.200000
235	47	8	1	1	20	0	450	0	453	1.810000
236	48	8	1	1	20	0	0	0	454	1.200000
237	49	8	1	1	20	0	0	0	455	5.000000
238	50	8	1	1	20	0	0	0	456	5.000000
239	52	8	1	1	20	3	0	0	334	102.000000
240	53	8	1	1	20	0	0	0	457	5.000000
241	55	8	1	1	20	4	0	0	458	5.000000
242	56	8	1	1	20	3	334	0	338	102.000000
243	58	8	1	1	20	4	0	0	460	6.000000
244	60	8	1	1	20	0	338	0	341	27.000000
245	61	8	1	1	20	7	0	0	459	6.000000
246	63	8	1	1	20	0	458	0	462	12.000000
247	66	8	1	10	10	3	459	460	461	-1.000000
248	70	8	1	1	20	0	461	0	463	1.020000
249	73	8	2	1	20	0	0	0	347	818.000000
250	77	8	2	1	20	3	0	0	465	5.000000
251	78	8	2	1	20	3	0	0	466	6.000000
252	81	8	2	1	20	0	465	0	467	11.000000
253	82	8	2	1	10	0	466	0	468	1.000000
254	85	8	2	1	20	3	0	0	469	1.810000
255	86	8	2	1	20	0	0	0	357	7.220000
256	87	8	2	1	20	0	0	0	358	9.000000
257	88	8	2	1	20	3	0	0	359	43.000000
258	89	8	2	1	20	3	469	0	470	1.810000
259	90	8	2	1	20	3	0	0	471	5.000000
260	92	8	2	1	20	0	359	0	362	43.000000
261	93	8	2	1	20	0	470	0	472	8.000000
262	94	8	2	1	20	0	471	0	473	6.000000
263	96	8	2	1	20	3	0	0	366	1.000000
264	98	8	2	1	20	0	0	0	367	1.000000
265	99	8	2	1	20	3	0	0	368	1.000000
266	100	8	2	1	20	0	366	0	369	1.000000
267	102	8	2	1	20	3	0	0	370	1.000000
268	103	8	2	1	20	0	368	0	372	1.000000
269	106	8	2	1	20	0	370	0	371	1.000000
270	1	16	0	1	20	4	0	0	300	12.040000
271	4	16	0	1	20	0	0	0	301	614.000000
272	6	16	0	1	20	3	0	0	302	511.000000
273	7	16	0	1	20	3	0	0	303	1.810000
274	8	16	0	1	20	3	0	0	304	1.200000
275	9	16	0	1	20	4	300	0	305	12.040000
276	10	16	0	1	20	0	302	0	306	1.200000
277	11	16	0	1	20	3	303	0	307	1.200000
278	12	16	0	1	20	3	304	0	308	1.200000
279	14	16	0	1	20	3	0	0	309	60.000000
280	15	16	0	1	20	0	307	0	310	1.200000
281	16	16	0	1	20	0	308	0	311	1.200000
282	17	16	0	1	20	0	305	0	312	12.040000
283	18	16	0	1	20	0	309	0	313	1.200000
284	23	16	0	1	20	1	0	0	315	6.000000
285	24	16	0	1	20	0	315	0	316	1.000000
286	25	16	0	1	20	0	0	0	317	12.000000
287	26	16	0	1	20	0	0	0	318	12.000000
288	27	16	0	1	20	0	0	0	319	12.000000
289	28	16	0	1	20	0	0	0	320	12.000000
290	30	16	0	1	20	3	0	0	476	12.000000
291	34	16	0	1	20	0	476	0	478	12.000000
292	37	16	1	1	20	0	0	0	325	511.000000
293	41	16	1	1	20	0	0	0	479	6.000000
294	42	16	1	1	20	3	0	0	480	6.000000
295	43	16	1	1	20	7	0	0	481	6.000000
296	44	16	1	1	20	3	0	0	482	6.000000
297	45	16	1	1	20	3	0	0	483	6.000000
298	46	16	1	1	20	0	480	0	484	6.000000
299	48	16	1	1	20	0	481	482	485	5.000000
300	49	16	1	1	20	0	483	0	486	5.000000
301	50	16	1	1	20	1	0	0	487	6.000000
302	51	16	1	1	20	0	487	0	488	5.000000
303	52	16	1	1	20	3	0	0	334	102.000000
304	54	16	1	1	20	4	0	0	490	5.000000
305	55	16	1	1	20	3	0	0	489	6.000000
306	56	16	1	1	20	3	334	0	338	102.000000
307	57	16	1	1	20	3	0	0	492	5.000000
308	59	16	1	1	20	0	489	0	491	1.200000
309	60	16	1	1	20	0	338	0	341	27.000000
310	61	16	1	1	20	0	492	0	494	1.810000
311	62	16	1	1	20	0	490	0	493	1.810000
312	63	16	1	1	20	0	0	0	496	5.000000
313	66	16	1	10	10	3	0	0	344	-1.000000
314	67	16	1	10	10	3	0	0	495	-1.000000
315	70	16	1	1	20	0	344	0	346	5.000000
316	71	16	1	1	20	0	495	0	497	5.000000
317	73	16	2	1	20	0	0	0	347	818.000000
318	77	16	2	1	20	3	0	0	348	8.000000
319	78	16	2	1	20	3	0	0	349	5.000000
320	79	16	2	1	20	3	0	0	397	5.000000
321	80	16	2	1	20	3	0	0	398	8.000000
322	81	16	2	1	20	0	348	0	352	11.000000
323	82	16	2	1	10	0	349	0	353	1.000000
324	83	16	2	1	10	0	397	0	400	1.000000
325	84	16	2	1	20	0	398	0	401	11.000000
326	86	16	2	1	20	0	0	0	357	7.220000
327	87	16	2	1	20	0	0	0	358	9.000000
328	88	16	2	1	20	3	0	0	359	43.000000
329	89	16	2	1	20	3	0	0	405	5.000000
330	90	16	2	1	20	3	0	0	361	5.000000
331	92	16	2	1	20	0	359	0	362	43.000000
332	93	16	2	1	20	0	405	0	407	6.000000
333	94	16	2	1	20	0	361	0	364	6.000000
334	96	16	2	1	20	3	0	0	366	1.000000
335	98	16	2	1	20	0	0	0	367	1.000000
336	99	16	2	1	20	3	0	0	368	1.000000
337	100	16	2	1	20	0	366	0	369	1.000000
338	102	16	2	1	20	3	0	0	370	1.000000
339	103	16	2	1	20	0	368	0	372	1.000000
340	106	16	2	1	20	0	370	0	371	1.000000
341	1	32	0	1	20	4	0	0	300	12.040000
342	4	32	0	1	20	0	0	0	301	614.000000
343	6	32	0	1	20	3	0	0	302	511.000000
344	7	32	0	1	20	3	0	0	303	1.810000
345	8	32	0	1	20	3	0	0	304	1.200000
346	9	32	0	1	20	4	300	0	305	12.040000
347	10	32	0	1	20	0	302	0	306	1.200000
348	11	32	0	1	20	3	303	0	307	1.200000
349	12	32	0	1	20	3	304	0	308	1.200000
350	14	32	0	1	20	3	0	0	309	60.000000
351	15	32	0	1	20	0	307	0	310	1.200000
352	16	32	0	1	20	0	308	0	311	1.200000
353	17	32	0	1	20	0	305	0	312	12.040000
354	18	32	0	1	20	0	309	0	313	1.200000
355	23	32	0	1	20	1	0	0	315	6.000000
356	24	32	0	1	20	0	315	0	316	1.000000
357	25	32	0	1	20	0	0	0	317	12.000000
358	26	32	0	1	20	0	0	0	318	12.000000
359	27	32	0	1	20	0	0	0	319	12.000000
360	28	32	0	1	20	0	0	0	320	12.000000
361	30	32	0	1	20	3	0	0	505	12.000000
362	31	32	0	1	20	0	0	0	506	12.000000
363	34	32	0	1	20	0	505	0	507	12.000000
364	37	32	1	1	20	0	0	0	325	511.000000
365	41	32	1	1	20	4	0	0	508	6.000000
366	42	32	1	1	20	0	0	0	509	8.000000
367	43	32	1	1	20	3	0	0	510	12.000000
368	46	32	1	1	20	3	0	0	511	6.000000
369	47	32	1	1	20	3	510	0	512	5.000000
370	48	32	1	1	20	0	0	0	513	5.000000
371	49	32	1	1	20	0	508	0	514	1.200000
372	50	32	1	1	20	3	511	0	515	8.000000
373	51	32	1	1	20	0	512	0	516	1.200000
374	52	32	1	1	20	3	0	0	334	102.000000
375	54	32	1	1	20	4	515	0	517	1.810000
376	55	32	1	1	20	3	0	0	518	5.000000
377	56	32	1	1	20	3	334	0	338	102.000000
378	57	32	1	1	20	0	0	0	519	6.000000
379	59	32	1	1	20	0	518	0	520	11.000000
380	60	32	1	1	20	0	338	0	341	27.000000
381	62	32	1	1	20	0	517	0	522	1.200000
382	63	32	1	1	20	0	0	0	523	5.020000
383	66	32	1	10	10	3	0	0	521	-1.000000
384	70	32	1	1	20	0	521	0	524	6.000000
385	73	32	2	1	20	0	0	0	347	818.000000
386	77	32	2	1	20	3	0	0	526	6.000000
387	78	32	2	1	20	3	0	0	527	5.000000
388	79	32	2	1	20	3	0	0	528	8.000000
389	80	32	2	1	20	3	0	0	529	6.000000
390	81	32	2	1	20	4	526	0	530	1.810000
391	82	32	2	1	20	0	527	0	531	11.000000
392	83	32	2	1	20	0	528	0	532	12.000000
393	84	32	2	1	20	0	529	0	533	38.000000
394	86	32	2	1	20	0	0	0	357	7.220000
395	87	32	2	1	20	0	0	0	358	9.000000
396	88	32	2	1	20	3	0	0	359	43.000000
397	89	32	2	1	20	0	530	0	534	1.200000
398	90	32	2	1	20	0	0	0	535	12.040000
399	91	32	2	1	20	3	0	0	361	5.000000
400	92	32	2	1	20	0	359	0	362	43.000000
401	93	32	2	1	20	0	0	0	536	1.000000
402	94	32	2	1	20	3	0	0	366	1.000000
403	95	32	2	1	20	0	361	0	364	6.000000
404	97	32	2	1	20	3	0	0	538	1.200000
405	98	32	2	1	20	0	366	0	369	1.000000
406	99	32	2	1	20	0	0	0	367	1.000000
407	100	32	2	1	20	3	0	0	368	1.000000
408	101	32	2	1	20	0	538	0	539	1.000000
409	103	32	2	1	20	3	0	0	370	1.000000
410	104	32	2	1	20	0	368	0	372	1.000000
411	107	32	2	1	20	0	370	0	371	1.000000
412	1	64	0	1	20	4	0	0	578	12.040000
413	4	64	0	1	20	0	0	0	579	255.000000
414	6	64	0	1	20	3	0	0	580	307.000000
415	7	64	0	1	20	3	0	0	581	1.810000
416	8	64	0	1	20	3	0	0	582	1.200000
417	9	64	0	1	20	4	578	0	583	12.040000
418	10	64	0	1	20	0	580	0	584	1.200000
419	11	64	0	1	20	3	581	0	585	1.200000
420	12	64	0	1	20	3	582	0	586	1.200000
421	14	64	0	1	20	3	0	0	587	33.000000
422	15	64	0	1	20	0	585	0	588	1.200000
423	16	64	0	1	20	0	586	0	589	1.200000
424	17	64	0	1	20	0	583	0	590	12.040000
425	18	64	0	1	20	0	587	0	591	1.200000
426	23	64	0	1	20	1	0	0	593	6.000000
427	24	64	0	1	20	0	593	0	594	1.000000
428	25	64	0	1	20	0	0	0	595	9.000000
429	26	64	0	1	20	0	0	0	596	9.000000
430	27	64	0	1	20	0	0	0	597	9.000000
431	28	64	0	1	20	0	0	0	598	9.000000
432	30	64	0	1	20	3	0	0	549	12.000000
433	34	64	0	1	20	0	549	0	550	12.000000
434	37	64	1	1	20	0	0	0	599	204.000000
435	41	64	1	1	20	3	0	0	551	5.000000
436	42	64	1	1	20	3	0	0	552	5.000000
437	45	64	1	1	20	0	551	0	554	1.200000
438	46	64	1	1	20	0	552	0	555	1.200000
439	51	64	1	1	20	3	0	0	600	54.000000
440	52	64	1	1	20	0	0	0	557	5.000000
441	53	64	1	1	20	4	0	0	558	5.000000
442	54	64	1	1	20	4	0	0	559	5.000000
443	55	64	1	1	20	3	600	0	601	54.000000
444	56	64	1	1	20	3	0	0	560	5.000000
445	59	64	1	1	20	0	601	0	602	18.000000
446	60	64	1	1	20	0	560	0	561	1.200000
447	61	64	1	1	20	0	558	0	562	1.200000
448	62	64	1	10	10	0	559	0	563	-1.000000
449	63	64	1	1	20	3	0	0	564	5.000000
450	66	64	1	10	10	3	0	0	565	-1.000000
451	67	64	1	1	20	0	564	0	566	1.000000
452	70	64	1	1	20	0	565	0	567	1.000000
453	73	64	2	1	20	0	0	0	603	327.000000
454	77	64	2	1	20	3	0	0	568	5.000000
455	78	64	2	1	20	3	0	0	569	5.000000
456	81	64	2	1	10	0	568	0	571	1.200000
457	82	64	2	1	20	0	569	0	572	5.000000
458	85	64	2	1	20	0	0	0	573	11.000000
459	86	64	2	1	20	0	0	0	604	7.220000
460	87	64	2	1	20	0	0	0	605	9.000000
461	88	64	2	1	20	3	0	0	606	43.000000
462	90	64	2	1	20	3	0	0	607	5.000000
463	92	64	2	1	20	0	606	0	608	43.000000
464	94	64	2	1	20	0	607	0	609	6.000000
465	96	64	2	1	20	3	0	0	610	1.000000
466	98	64	2	1	20	0	0	0	611	1.000000
467	99	64	2	1	20	3	0	0	612	1.000000
468	100	64	2	1	20	0	610	0	613	1.000000
469	102	64	2	1	20	3	0	0	614	1.000000
470	103	64	2	1	20	0	612	0	616	1.000000
471	106	64	2	1	20	0	614	0	615	1.000000
